address,is_verified,contract_name,compiler_version,source,has_variable_rw_set,rw_confidence,rw_evidence_functions,rw_reasoning,rw_error,rw_branch_condition
0xc7e61a273517271b52ffb93321a4d2a46c217532,FALSE,,,none,,,,,,
0xb74f399aac8335e44a50ffb8f7ece74b9db8c30e,TRUE,NALA,v0.8.30+commit.73712a01,etherscan,1,high,_transfer;transfer;transferFrom;swapBack;ClearClogTokens,_transfer中if(automatedMarketMakerPairs[to])分支读SellFee，else分支读BuyFee（两个不同state variable）；canSwap分支条件成立时额外写swapping和_allowances（经swapBack），不成立则不写；block.number>currentBlock成立时写currentBlock和sellCount，否则跳过。不同路径的读写集不同。,,automatedMarketMakerPairs[to]决定读SellFee还是BuyFee；canSwap条件决定是否写swapping及调用swapBack修改_allowances；block.number>currentBlock决定是否写currentBlock和sellCount
0x9ac4ee539403e3f101b9ae3620926f2ded0d0b99,TRUE,CHREMACOIN,v0.4.26+commit.4563c3fc,etherscan,0,high,,逐一检查所有非view/pure的public/external函数。decreaseApproval的if/else两分支均写allowed同一变量；setLockTime的三个分支均写lockedUserEntity同一变量的不同struct字段；getAvailableWithdrawableCount的多分支也仅读写balances和lockedUserEntity。所有分支读写的state variable声明集合一致，无分支依赖的可变RW-set。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x0d438f3b5175bebc262bf23753c1e53d03432bde,TRUE,wNXM,v0.5.17+commit.d19bba13,etherscan,0,high,,合约中非view/pure函数均无不满足条件的分支。claimTokens虽有if/else分支(基于_token参数)，但分支内均为外部token调用，不读写本合约不同state variable。其余函数无运行时分支或分支操作相同变量集。,no_source,
0xff1e55f96fa77bcfb5d40f6641e0acabd47ac34f,TRUE,PendleYieldToken,v0.8.24+commit.e11b9ed9,etherscan,1,high,redeemDueInterestAndRewards;redeemPY;_doTransferOutRewards;_getInterestIndex;transferFrom,redeemDueInterestAndRewards中，redeemInterest为true时写userInterest，为false时不写；isExpired()分支中_getInterestIndex写_pyIndexStored/pyIndexLastUpdatedBlock，而过期分支读postExpiry.firstPYIndex；_doTransferOutRewards在过期分支额外写postExpiry.userRewardOwed。各分支读写不同变量。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,函数参数(redeemInterest/redeemRewards)及isExpired()(依赖block.timestamp)决定不同分支操作不同state variable
0xacd530611d12f5fea70abfd50df1444ef439e7a6,FALSE,,,none,,,,,,
0x5ad5bc4b18f7c173dce17a57682cb0dc8788951f,TRUE,ERC1967Proxy,v0.8.28+commit.7893614a,etherscan,0,high,,合约中唯一的非view/pure external函数是fallback，它通过delegatecall转发调用，无条件分支。ERC1967Utils.upgradeToAndCall中有if(data.length>0)分支，但两分支前已执行相同的状态写入_setImplementation，分支内仅决定是delegatecall还是revert检查，不涉及不同state variable的读写。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x1ffefd8036409cb6d652bd610de465933b226917,TRUE,MultiVaultToken,v0.8.0+commit.c7dfd78e,etherscan,0,high,,合约唯一的运行时条件分支在_spendAllowance中(if currentAllowance != max)，但两条分支都只涉及_allowances变量（一条写入，一条跳过），不存在不同分支读写不同state variable的情况。其余函数均无条件分支。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xd98f75b1a3261dab9eed4956c93f33749027a964,TRUE,ShareTokenExtended,v0.6.6+commit.6c089d02,etherscan,1,high,transfer;transferFrom,transfer和transferFrom使用migrateBalance等modifier，当migratedBalances[_owner]为false时写入migratedBalances和balances两个变量，为true时跳过对migratedBalances的写入，不同分支写入了不同的状态变量集合。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,migratedBalances/migratedAllowances/migratedRewardTokenLocked的当前值决定是否执行迁移写入
0x02df0361f9332be1bd9774a8b51ef8540fad4148,TRUE,STELSI,v0.8.9+commit.e5eed63a,etherscan,0,high,,标准ERC20+Snapshot实现。_beforeTokenTransfer虽有if/else分支(mint/burn/transfer)，但每个外部函数因require约束在运行时只走固定分支：transfer只走transfer分支，burn只走burn分支。_spendAllowance分支仅影响是否写_allowances，不涉及不同变量。无同一函数跨分支读写不同state variable的情况。,,
0x69a80a841f3385ec8ddc6c24d2ad2f615d2ad1f2,TRUE,Totakeke,v0.8.23+commit.f704f362,etherscan,1,high,transfer;transferFrom;_transfer,在_transfer中，最外层if(from!=owner&&to!=owner&&to!=_taxWallet)为true时读写bots、_buyCount、sellCount、lastSellBlock等；为false时完全不触及这些变量，只写_balances，导致两条路径的state variable读写集不同。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,依赖from/to参数与owner()、uniswapV2Pair的比较及_buyCount、swapEnabled等运行时状态
0x11c7321ed4a919612a97e501d6c7f2069689f563,TRUE,ForwarderV4,v0.8.20+commit.a1b79de6,etherscan,0,high,,合约仅有4个state variable。虽有if分支（如autoFlush721、autoFlush1155、value==0），但分支仅决定是否return或调用外部合约，不涉及读写不同的本合约state variable。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xe15cb0ebcd24b4b0ab1c16b4a46247003930fd99,FALSE,,,none,,,,,,
0xfef10de0823f58df4f5f24856ab4274ededa6a5c,TRUE,BuyAndBurnHydra,v0.7.6+commit.7338295f,etherscan,1,high,uniswapV3SwapCallback,"uniswapV3SwapCallback中，data==""0x1""分支写入s_totalTitanXBuy；data==""0x2""分支写入s_feesDragonXFunds、s_totalDragonXFeesBuy、s_totalDragonXBuy。两条分支触及完全不同的state variable集合。",no_source,"分支条件依赖运行时参数data的值，匹配""0x1""或""0x2""走不同分支"
0xe2cfd7a01ec63875cd9da6c7c1b7025166c2fa2f,FALSE,,,none,,,,,,
0xed1d367ff22356b145333eb26954e61cc29303fb,TRUE,WEPEArmy,v0.8.20+commit.a1b79de6,etherscan,1,high,updateReveal,updateReveal函数中，if(_revealed==false)写入uriNotRevealed，if(_revealed==true)写入baseUri，这是两个不同的state variable，分支条件依赖运行时参数_revealed，满足分支依赖的可变读写集特性。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,函数参数_revealed为运行时布尔值，决定写入uriNotRevealed还是baseUri
0xe2f011b751bc2421ce0618bff526ad3de582ce7d,FALSE,,,none,,,,,,
0xc669928185dbce49d2230cc9b0979be6dc797957,TRUE,BTT,v0.6.6+commit.6c089d02,etherscan,0,high,,所有非view/pure的external/public函数（transfer、approve、transferFrom、mint等）均为线性执行，不含运行时条件分支导致读写不同state variable。AccessControl的_grantRole/_revokeRole中if仅控制事件发射，不改变读写的变量集合。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x08e014b9f7d47a5921dc664bb3f8a35e4a019412,FALSE,,,none,,,,,,
0x60cf15e6d9c35ecfcee6dca45178fee675b6c08f,TRUE,ERC1967Proxy,v0.8.28+commit.7893614a,etherscan,0,high,,合约中的所有条件分支要么仅影响 revert/return（如 code.length 检查、msg.value 检查、delegatecall 结果），要么不改变实际读写的 state variable 集合。不存在不同分支读写不同存储变量的情况。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x4e502ab1bb313b3c1311eb0d11b31a6b62988b86,TRUE,MegaETH,v0.8.28+commit.7893614a,etherscan,1,high,mint,mint函数中，mintType参数决定走哪个if/else分支。如PHASE1_GUARANTEED分支读取phase1GuaranteedRoot、phase1GuaranteedStart，而PHASE1_WHITELIST分支读取phase1WhitelistRoot、phase1WhitelistStart，这些是不同的state variable，导致读集随分支变化。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,分支条件依赖函数参数mintType的运行时值，不同分支读取不同的Merkle root和phase时间变量
0x6123b0049f904d730db3c36a31167d9d4121fa6b,TRUE,RibbonToken,v0.8.0+commit.c7dfd78e,etherscan,0,high,,合约中所有非view/pure函数（transfer、approve、mint、grantRole等）均无基于运行时条件分支读写不同state variable的情况。_grantRole/_revokeRole虽有if分支，但两分支操作的都是同一个_roles变量（或什么都不做），不满足条件。,,
0x84e1361fc7c9e4e38270454d62684ec315a0a276,TRUE,ProxyForGodVaultStaking,v0.8.28+commit.7893614a,etherscan,0,high,,该合约是纯代理合约，唯一的非view/pure的external/public函数是fallback()和receive()，均通过delegatecall无条件转发至implementation合约，不包含任何读写不同state variable的运行时条件分支。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xf639b4ebb77df1ed4b5014c244f60e72b8adb29b,TRUE,WebbNFT,v0.8.15+commit.e14f2714,etherscan,0,high,,所有非view/pure的public/external函数中，条件分支仅用于revert校验（如tokenExists、mintingEnabled修饰器）或require中的安全检查（如to.code.length三元表达式），没有任何分支在不同路径上读写不同的state variable。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x68e2e5c9dff32419a108713f83274a4fb5e194ca,TRUE,GlacierToken,v0.8.19+commit.7dd6d404,etherscan,0,high,,合约仅包含标准ERC20函数。唯一的运行时条件分支在_spendAllowance中（检查allowance是否为type(uint256).max），但两个分支都涉及同一个state variable _allowances（一个读+写，另一个仅读），不涉及不同的state variable，不满足判定标准。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x925042a454721a5eca6abf880da2406dd2491f66,FALSE,,,none,,,,,,
0x874548a35e041115f8a9532929d623d1c0e77da0,FALSE,,,none,,,,,,
0xdef1417ec669f0872bc1c72ce4ef26519deba376,FALSE,,,none,,,,,,
0xd088c6d1d914e104cf5881e1576742dd790641df,FALSE,,,none,,,,,,
0xe4cf2d4eb9c01784798679f2fed4cf47cc59a3ec,TRUE,BeaconProxy,v0.8.23+commit.f704f362,etherscan,0,high,,合约唯一的非view/pure external函数是fallback和receive，均通过delegatecall转发，无条件分支。内部函数虽有if分支（如_upgradeToAndCallUUPS），但均非external/public，且不同分支写入相同的存储槽（_IMPLEMENTATION_SLOT），不涉及不同state variable。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x55af34d0d53b6d094f471e61ab02e42e49b54fc4,TRUE,Disperse,v0.4.25+commit.59dbf8f1,blockscout,,,,,no_source,
0x21cd589a989615a9e901328d3c089bbca16d00b2,TRUE,xmoney,v0.8.23+commit.f704f362,etherscan,1,high,transfer;transferFrom;_transfer,_transfer中，若from/to非owner，则可能写入_holderLastTransferTimestamp和_buyCount，甚至通过swap写入_allowances；若from/to为owner则仅操作_balances。不同分支触及不同state variable。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,分支依赖 from/to 是否为 owner、是否为 uniswapV2Pair、transferDelayEnabled 等运行时值
0x193f4a4a6ea24102f49b931deeeb931f6e32405d,TRUE,ERC1967Proxy,v0.8.9+commit.e5eed63a,etherscan,1,high,fallback;receive;_fallback,TransparentUpgradeableProxy的_fallback()中，upgradeTo分支写_IMPLEMENTATION_SLOT，changeAdmin分支写_ADMIN_SLOT，非admin调用则走delegatecall。不同分支读写不同的存储槽（state variable），满足分支依赖可变读写集条件。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,msg.sender是否等于admin地址以及msg.sig函数选择器决定走不同的内部分发路径
0xc7cc775b21f9df85e043c7fdd9dac60af0b69507,TRUE,TorusCreateAndStake,v0.8.26+commit.8a97fa7a,etherscan,,,,,"模型返回内容为空（finish_reason=length, reasoning_content长度=24049字符, usage={'completion_tokens': 6000, 'completion_tokens_details': {'reasoning_tokens': 5999}, 'prompt_tokens': 54512, 'prompt_tokens_details': {'cached_tokens': 832}, 'total_tokens': 60512}）。大概率是 max_tokens 太小，思考过程把额度耗尽了，试试调大 --max-tokens，或者去掉 --reasoning-effort max 降低思考强度",
0xd1074e0ae85610ddba0147e29ebe0d8e5873a000,TRUE,BoringVault,v0.8.21+commit.d9974bed,etherscan,0,high,,"逐个检查所有非view/pure的external/public函数。enter/exit中的if分支仅决定是否执行外部token转账调用，不改变本合约state variable集合。ERC20.transferFrom中的if(allowed!=max)分支虽然决定是否写allowance，但两条路径都读取了allowance，touched state variable集合均为{allowance,balanceOf}，不存在不同分支操作不同state variable的情况。",402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x9aa79c84b79816ab920bbce20f8f74557b514734,TRUE,LayerZeroTellerWithRateLimiting,v0.8.21+commit.d9974bed,etherscan,1,high,deposit;depositWithPermit;depositAndBridge;depositAndBridgeWithPermit,在_afterPublicDeposit中，若shareLockPeriod>0则写入shareUnlockTime和publicDepositHistory两个状态变量；若为0则仅写depositNonce，两分支触碰的状态变量集合不同。,,分支条件依赖状态变量 shareLockPeriod 的运行时值（是否大于0）
0xcaac2b43b1b40edbfaddb5aebde9a90a27e1a3be,TRUE,GnosisSafeProxy,v0.7.6+commit.7338295f,etherscan,0,high,,GnosisSafeProxy仅有一个state variable singleton，fallback中两个分支都读同一个sload(0)，未触碰不同变量。GnosisSafeProxyFactory无任何state variable，所有if分支仅影响是否执行外部call或emit，不存在读写不同state variable的情况。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xb788144df611029c60b859df47e79b7726c4deba,TRUE,ERC20,v0.8.28+commit.7893614a,etherscan,0,high,,所有含运行时分支的public/external函数中，分支仅影响是否revert或是否写入同一变量（如setLaunchListContract按_launchListRevoked条件写入_launchListContract），不存在不同分支分别操作不同state variable的情况。_update中的零地址分支在各public入口被固定为单一路径。,,
0xd1f3d2f5c12a205fc912358878b089eae48a557f,TRUE,ICEToken,v0.8.20+commit.a1b79de6,etherscan,1,high,transfer;transferFrom,"在_transfer中，当limitsInEffect为true且transferDelayEnabled为true时，会读写_holderLastTransferTimestamp映射；否则不触碰该变量。两条路径读写的状态变量集合不同，一个是{_balances, _holderLastTransferTimestamp}，另一个仅{_balances}。",402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,依赖状态变量limitsInEffect和transferDelayEnabled的运行时值，决定是否触碰_holderLastTransferTimestamp
0x6818809eefce719e480a7526d76bd3e561526b46,TRUE,ERC1967Proxy,v0.8.28+commit.7893614a,etherscan,0,high,,合约中仅有fallback和constructor为非view/pure的external函数。fallback通过delegatecall转发调用，inline assembly中的switch仅控制revert/return，不读写不同state variable。ERC1967Utils中的条件分支（如data.length>0、msg.value>0）也只影响是否revert或执行delegatecall，不涉及不同state variable的读写。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xfaae52c6a6d477f859a740a76b29c33559ace18c,TRUE,TransparentUpgradeableProxy,v0.8.9+commit.e5eed63a,etherscan,1,high,fallback;receive;_fallback,TransparentUpgradeableProxy的_fallback中，若msg.sender==admin则按msg.sig分支：upgradeTo写_IMPLEMENTATION_SLOT，changeAdmin写_ADMIN_SLOT，不同分支操作完全不同的存储槽；非admin则delegatecall到实现合约，读写集完全不同。,,msg.sender是否为admin以及msg.sig选择器决定走不同dispatch分支
0x4f2cef6f39114ade3d8af4020fa1de1d064cadaf,TRUE,HOKK,v0.8.26+commit.8a97fa7a,etherscan,1,high,_transfer;manSwap,_transfer 中 swap 分支条件(!inSwap && to==uniswapV2Pair && swapEnabled...)为真时调用 swapTokensForEth→_approve，写入 _allowances、sellCount、lastSellBlock；为假时这三个变量不被触碰。manSwap 同理，tokenBalance>0&&swapEnabled 时才走 swapTokensForEth 写 _allowances，否则不写。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,分支依赖 swapEnabled、_buyCount、contractTokenBalance、tokenBalance 等运行时 state variable 及参数
0xbd2d6ac64066930602d465a2fef29418caa70281,TRUE,ERC1967Proxy,v0.8.20+commit.a1b79de6,etherscan,0,high,,所有带条件分支的函数（如transferOwnership、_setImplementation、upgradeToAndCall等）的分支仅用于校验后revert，或决定是否执行delegatecall。不存在不同分支显式读写不同state variable的情况，各分支操作的存储变量集合一致。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xa21342f796996954284b8dc6aae7ecbf8f83a9e4,TRUE,MultiGiveaway,v0.8.2+commit.661d1103,etherscan,0,high,,所有非view/pure的external/public函数均无分支依赖的不同state variable读写。claimMultipleTokens中的require仅做校验或revert，始终读写相同的claimed和_expiryTime变量。_claimERC1155ERC721ERC20中的if(erc20.amounts.length!=0)仅控制外部调用，不改变本合约state variable集合。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x771895523d41840b3af6d0ea36be79128f080d52,TRUE,LegionPreLiquidSale,v0.8.25+commit.b61c2a91,etherscan,0,high,,逐一检查所有非view/pure的external/public函数，虽然invest和withdrawExcessCapital中有多个if条件分支，但它们都只操作investorPositions这一个mapping的struct字段；其他函数的分支仅影响revert、条件转账或对同一变量的条件写入，不存在不同分支读写不同state variable的情况。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x58f86c4461382bd41bd763081160b2319a3a12a4,TRUE,ERC1967Proxy,v0.8.20+commit.a1b79de6,etherscan,0,high,,合约全部为标准OpenZeppelin代理库代码。各public/external函数中的条件分支（如newOwner==address(0)、code.length==0、data.length>0、msg.sender==admin）仅用于输入验证revert或决定是否执行delegatecall，不存在不同分支读写不同state variable的情况。所有分支路径触及的存储变量集合相同。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x39903a1a6f289a67e0de94096915c4ccd506ab2a,TRUE,MaivToken,v0.8.20+commit.a1b79de6,etherscan,,,,,"模型返回内容为空（finish_reason=length, reasoning_content长度=16132字符, usage={'completion_tokens': 6000, 'completion_tokens_details': {'reasoning_tokens': 5937}, 'prompt_tokens': 30237, 'prompt_tokens_details': {'cached_tokens': 832}, 'total_tokens': 36237}）。大概率是 max_tokens 太小，思考过程把额度耗尽了，试试调大 --max-tokens，或者去掉 --reasoning-effort max 降低思考强度",
0x7aa4960908b13d104bf056b23e2c76b43c5aacc8,TRUE,L1ChugSplashProxy,v0.8.15+commit.e14f2714,etherscan,0,high,,proxyCallIfNotOwner modifier虽以msg.sender分支，但一条路径执行delegatecall（转发至实现合约），另一条执行函数体操作固定存储槽（OWNER_KEY等）。这属于代理转发模式而非在当前合约不同分支写不同命名state variable。setCode中的if仅控制提前return，不改变读写集合。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xc5b671ca6bf9960e670a8884ea6ff331370f3924,TRUE,BatchTransferStorage,v0.8.7+commit.e28d00a7,etherscan,0,high,,合约仅有3个状态变量。各函数中的条件分支主要控制是否执行外部调用或跳过迭代，不涉及对不同状态变量的读写。所有分支路径读写的状态变量集合相同。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xe2b847b9a8ba443107d35a4cacca629a9f2a7f61,FALSE,,,none,,,,,,
0xa839fbe7efb559305150e5850ad3bb2e36aae7b2,FALSE,,,none,,,,,,
0xc8807f0f5ba3fa45ffbdc66928d71c5289249014,TRUE,TokenMintERC20Token,v0.5.0+commit.1d4f565a,etherscan,0,high,,合约中所有非view/pure函数（transfer、approve、transferFrom、increaseAllowance、decreaseAllowance、burn、constructor）均无条件分支，全部为直线代码或仅有require验证。不存在运行时分支选择不同state variable的情况。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x5c47902c8c80779cb99235e42c354e53f38c3b0d,TRUE,X28,v0.8.26+commit.8a97fa7a,etherscan,1,medium,burnTokensToPayAddress;burnTokens,"burnTokensToPayAddress/burnTokens经_burnAfter调用_updateBurnAmount(user,msg.sender,amount)，其中if(project!=address(0))分支在project非零时额外写入s_project_BurnAmount和s_projectUser_BurnAmount两个不同状态变量，为零时则不写，造成可变RW-set。project来自msg.sender为运行时值。",,_updateBurnAmount中if(project!=address(0))依赖运行时值msg.sender，决定是否写入额外状态变量
0x0ccd5dd5bcf1af77dc358d1e2f06ee880ef63c3c,TRUE,TSAggregatorGeneric,v0.8.10+commit.fc410830,etherscan,0,high,,逐一检查所有非view/pure的external/public函数（setOwner、setFee、swapIn、transferTokens），均未发现条件分支读写不同state variable的情况。skimFee和getFee虽有if分支，但仅影响局部变量或外部调用，不触及不同状态变量。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x0e3286f92622a731dd4a37e9d91c371721ad4b7d,TRUE,BeaconProxy,v0.8.9+commit.e5eed63a,etherscan,1,high,fallback,TransparentUpgradeableProxy的fallback→_fallback中，当msg.sender为admin时，根据msg.sig分支：upgradeTo写_IMPLEMENTATION_SLOT，changeAdmin写_ADMIN_SLOT，两者是不同的存储槽变量，构成分支依赖的可变读写集。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,fallback中依赖msg.sender==admin和msg.sig选择器进行分支，不同分支操作不同的ERC1967存储槽
0x9b69667f602f15ef2d09a9a18489c788e327461e,TRUE,TRUMPDOGSTokenInstance,v0.6.11+commit.5ef660b1,etherscan,0,high,,所有非view/pure的external/public函数（burn、sendToPool、returnFromPool、transfer、approve、transferFrom、increaseAllowance、decreaseAllowance、permit）均不存在运行时条件分支导致读写不同state variable的情况。_approve中唯一的if分支仅额外调用view函数domainSeparator()，不改变实际写入的状态变量集合，两条分支都写入相同的_allowances。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x615987d46003cc37387dbe544ff4f16fa1200077,TRUE,nasdaq,v0.8.26+commit.8a97fa7a,etherscan,1,high,_transfer;transfer;transferFrom,_transfer中，买入分支写_buyCount++，卖出+交换分支写sellCount、lastSellBlock并通过swapTokensForEth→_approve写_allowances，而owner路径仅写_balances。不同分支触及的state variable集合不同。,,分支依赖from/to地址、_buyCount、swapEnabled、inSwap等运行时值，决定是否进入买入或卖出及代币交换逻辑
0x036721e5a769cc48b3189efbb9cce4471e8a48b1,TRUE,Checks,v0.8.17+commit.8df45f5f,etherscan,,,,,"模型返回内容为空（finish_reason=length, reasoning_content长度=24523字符, usage={'completion_tokens': 6000, 'completion_tokens_details': {'reasoning_tokens': 5999}, 'prompt_tokens': 27908, 'prompt_tokens_details': {'cached_tokens': 832}, 'total_tokens': 33908}）。大概率是 max_tokens 太小，思考过程把额度耗尽了，试试调大 --max-tokens，或者去掉 --reasoning-effort max 降低思考强度",
0xe04d02747d14f0947b246dcbec4ed18648cb738b,TRUE,VersePayments,v0.8.13+commit.abaa5c0e,etherscan,0,high,,合约中所有非view/pure函数（pay、refund、withdraw、withdrawAmount、setRefundsManager、transferOwnership等）均不包含if/else或三元条件分支来选择不同的state variable，仅有require校验，不构成可变读写集。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x70c29e99ca32592c0e88bb571b87444bb0e08e33,TRUE,MARVIN,v0.8.25+commit.b61c2a91,etherscan,1,high,transfer;transferFrom;_transfer,_transfer中if(from!=owner()&&to!=owner())大分支：owner路径仅写_balances；非owner路径下，条件block.number==firstBlock才写perBuyCount，条件marketPair[from]才写_buyCount，swap分支才写sellCount和lastSellBlock。不同分支触及完全不同的state variable。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,分支依赖msg.sender/owner()、marketPair、block.number、_buyCount、swapEnabled等运行时值
0xf9dfbf71f2d9c8a4e565e1346aeb2c3e1dc765de,TRUE,TransparentUpgradeableProxy,v0.8.9+commit.e5eed63a,etherscan,1,high,fallback;receive,TransparentUpgradeableProxy的_fallback()中，若msg.sender==admin且selector为upgradeTo则写_IMPLEMENTATION_SLOT，若selector为changeAdmin则写_ADMIN_SLOT，不同分支操作不同存储槽变量,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,fallback中msg.sender是否等于admin（_ADMIN_SLOT值）及msg.sig选择器决定分支走向
0xb51b3dc407d8722feaeca9229d42eadf5fccdcec,TRUE,USDC,v0.8.30+commit.73712a01,etherscan,0,high,,所有非view/pure的public函数（transfer、approve、transferFrom、permit）中的条件分支仅用于输入校验（如地址为零则revert）或对同一变量做条件写（如_allowances的无限额度跳过更新）。_update虽有from/to==0分支，但_transfer会预先校验非零地址，外部入口永远走固定分支，不会触及不同的state variable集合。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x80bf7db69556d9521c03461978b8fc731dbbd4e4,FALSE,,,none,,,,,,
0x0e97c887b61ccd952a53578b04763e7134429e05,TRUE,KSZapRouterPosition,v0.8.9+commit.e5eed63a,etherscan,0,high,,逐一检查所有非view/pure的external/public函数（zap、whitelistExecutors、whitelistValidators、rescueFunds、rescueBatchERC721等）。zap函数虽有基于srcType的if/else分支调用不同内部收集函数，但这些分支仅调用外部合约方法，未读写本合约不同的state variable。其余函数分支均不涉及对不同state variable的操作。,,
0x57612866892a569b6ab1da52ee7ed2f787466a23,TRUE,ArtMarketplaceV7,v0.8.28+commit.7893614a,etherscan,1,high,scheduleAuctionsLight;bid;buyNow;_bid;_buyNow,scheduleAuctionsLight中if(accessListRoot!=0)分支额外写入accessListConfig，else分支不写，两条路径的状态变量集合不同。_bid中if(config.auctionStartTime==max)的kickstart分支写入auctionConfig和auctionIdToConfigHash，另一分支不写。均为运行时参数/状态值驱动的可变读写集。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,scheduleAuctionsLight中accessListRoot参数是否为零决定是否写入accessListConfig；_bid中config.auctionStartTime是否为max决定是否kickstart写入auctionConfig等
0x755a078dee1c264a3053f02cd634e750d505cf85,TRUE,DelayedWithdraw,v0.8.25+commit.b61c2a91,etherscan,0,high,,所有非view/pure函数中的条件分支要么用于revert校验（如isPaused、allowWithdraws），要么是三元表达式选值（minAssetToWithdraw），或条件执行外部token转账。不存在不同分支读写不同state variable的情况，所有成功路径触及的存储变量集合一致。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x52498f8d9791736f1d6398fe95ba3bd868114d10,TRUE,ERC1967Proxy,v0.8.20+commit.a1b79de6,etherscan,0,high,,合约中所有条件分支（如if(newOwner==address(0))、if(data.length>0)、if(msg.sender==_proxyAdmin())等）要么仅用于revert输入验证，要么两条路径操作的state variable集合相同（如upgradeToAndCall中data.length分支前后均已写入IMPLEMENTATION_SLOT），或仅影响是否执行额外delegatecall。不存在不同分支读写不同state variable的情况。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x44a6852d6c88c737a740999ed23c40216925b6d9,FALSE,,,none,,,,,,
0xb060429d14266d06a8be63281205668be823604f,TRUE,Cub,v0.8.17+commit.8df45f5f,etherscan,0,high,,所有非view/pure函数中的条件分支均不导致读写不同的state variable。___initializeCub的分支仅触发revert；onlyBeacon/onlyMe修饰器的分支分别走_fallback(delegatecall转发)或函数体，均不直接操作本合约不同state variable；_fix中的分支仅控制是否执行delegatecall循环，不操作不同变量。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x5ce71e603b138f7e65029cc1918c0566ed0dbd4b,TRUE,RocketMerkleDistributorMainnet,v0.8.18+commit.87f61d96,etherscan,0,high,,合约中虽有多处条件分支（如relayRewards中_rewardsETH/_rewardsRPL是否>0，_claimAndStake中!result等），但分支内要么操作同一storage mapping的不同key，要么对外部合约做调用，不存在不同分支读写不同state variable的情况。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0xbc1d9760bd6ca468ca9fb5ff2cfbeac35d86c973,FALSE,,,none,,,,,,
0x29f84baccbb7a96233a0c128eb313d433402177f,FALSE,,,none,,,,,,
0x8b71a390c027b8c075959f75655179de8c092652,FALSE,,,none,,,,,,
0x03bf48b8a1b37fbead1ecabcf15b98b924ffa5ac,TRUE,DefaultCollateral,v0.8.25+commit.b61c2a91,etherscan,0,high,,所有条件分支仅用于revert检查（如amount==0、超过limit、权限校验），不影响后续实际读写的state variable集合。ERC20的_update中from/to==address(0)分支操作的是同一storage struct内的_balances和_totalSupply，非不同state variable。,402 Client Error: Payment Required for url: https://api.deepseek.com/chat/completions,
0x1c991a9b5898e28935f65d1cd9a1f7b7bdb32187,FALSE,,,none,,,,,,
